frame,450,80,500,500
307,139,36.9370002746582,black,20:14:33
313,137,36.9529991149902,black,20:14:33
317,137,36.9700012207031,black,20:14:33
321,135,36.9869995117188,black,20:14:33
325,135,37.0029983520508,black,20:14:33
329,134,37.0209999084473,black,20:14:33
331,133,37.0359992980957,black,20:14:33
334,133,37.0530014038086,black,20:14:33
339,131,37.0699996948242,black,20:14:33
342,130,37.0869979858398,black,20:14:33
345,129,37.1030006408691,black,20:14:33
348,129,37.1199989318848,black,20:14:33
350,128,37.1370010375977,black,20:14:33
352,127,37.1529998779297,black,20:14:33
355,126,37.1699981689453,black,20:14:33
357,125,37.1870002746582,black,20:14:33
359,125,37.2029991149902,black,20:14:33
364,123,37.2200012207031,black,20:14:33
367,121,37.2360000610352,black,20:14:33
373,118,37.2529983520508,black,20:14:34
377,117,37.2690010070801,black,20:14:34
383,115,37.2869987487793,black,20:14:34
387,114,37.3030014038086,black,20:14:34
391,113,37.3199996948242,black,20:14:34
393,113,37.3369979858398,black,20:14:34
396,111,37.3540000915527,black,20:14:34
399,111,37.3699989318848,black,20:14:34
399,111,37.3859977722168,black,20:14:34
401,111,37.4029998779297,black,20:14:34
401,111,37.4189987182617,black,20:14:34
402,111,37.4370002746582,black,20:14:34
404,111,37.4539985656738,black,20:14:34
405,111,37.4700012207031,black,20:14:34
407,113,37.4860000610352,black,20:14:34
409,114,37.5029983520508,black,20:14:34
412,117,37.5190010070801,black,20:14:34
413,118,37.5369987487793,black,20:14:34
417,121,37.5530014038086,black,20:14:34
419,121,37.5699996948242,black,20:14:34
420,124,37.5869979858398,black,20:14:34
420,125,37.6030006408691,black,20:14:34
422,127,37.6199989318848,black,20:14:34
423,129,37.6370010375977,black,20:14:34
423,134,37.6539993286133,black,20:14:34
425,137,37.6699981689453,black,20:14:34
425,143,37.6870002746582,black,20:14:34
427,149,37.7029991149902,black,20:14:34
427,154,37.7200012207031,black,20:14:34
429,159,37.7360000610352,black,20:14:34
431,163,37.7529983520508,black,20:14:34
431,167,37.7709999084473,black,20:14:34
432,171,37.7859992980957,black,20:14:34
432,175,37.8040008544922,black,20:14:34
432,180,37.8190002441406,black,20:14:34
432,186,37.8369979858398,black,20:14:34
432,197,37.8530006408691,black,20:14:34
432,205,37.8699989318848,black,20:14:34
432,213,37.8880004882813,black,20:14:34
431,217,37.9039993286133,black,20:14:34
429,223,37.9189987182617,black,20:14:34
428,227,37.9360008239746,black,20:14:34
426,231,37.9539985656738,black,20:14:34
425,234,37.9700012207031,black,20:14:34
423,237,37.9869995117188,black,20:14:34
423,242,38.0029983520508,black,20:14:34
422,243,38.0200004577637,black,20:14:34
421,247,38.0369987487793,black,20:14:34
419,251,38.0530014038086,black,20:14:34
417,256,38.0699996948242,black,20:14:34
413,262,38.0859985351563,black,20:14:34
411,269,38.1040000915527,black,20:14:34
407,274,38.1199989318848,black,20:14:34
405,278,38.1359977722168,black,20:14:34
401,284,38.1529998779297,black,20:14:34
399,288,38.1699981689453,black,20:14:34
396,291,38.1860008239746,black,20:14:34
394,293,38.2039985656738,black,20:14:34
390,296,38.2200012207031,black,20:14:34
389,298,38.2369995117188,black,20:14:34
386,300,38.2539978027344,black,20:14:35
385,300,38.2700004577637,black,20:14:35
383,302,38.2859992980957,black,20:14:35
382,303,38.3030014038086,black,20:14:35
381,303,38.3199996948242,black,20:14:35
380,303,38.3359985351563,black,20:14:35
377,303,38.3530006408691,black,20:14:35
372,301,38.3699989318848,black,20:14:35
368,298,38.3870010375977,black,20:14:35
363,296,38.4029998779297,black,20:14:35
361,295,38.4199981689453,black,20:14:35
359,293,38.4370002746582,black,20:14:35
357,293,38.4529991149902,black,20:14:35
355,292,38.4700012207031,black,20:14:35
355,291,38.4869995117188,black,20:14:35
354,291,38.5039978027344,black,20:14:35
353,289,38.5190010070801,black,20:14:35
351,289,38.5359992980957,black,20:14:35
347,286,38.5530014038086,black,20:14:35
342,284,38.5699996948242,black,20:14:35
336,281,38.5869979858398,black,20:14:35
335,279,38.6030006408691,black,20:14:35
332,277,38.6199989318848,black,20:14:35
331,277,38.6370010375977,black,20:14:35
329,275,38.6529998779297,black,20:14:35
328,274,38.6699981689453,black,20:14:35
327,273,38.6870002746582,black,20:14:35
