frame,450,80,500,500
font,ìçâ‘ä€ÉSÉVÉbÉNL
pen,15
252,38,8.10400009155273,black,20:32:55
252,46,8.12099933624268,black,20:32:55
252,57,8.13700008392334,black,20:32:55
252,70,8.15399932861328,black,20:32:55
252,93,8.17099952697754,black,20:32:55
252,106,8.18699932098389,black,20:32:55
250,122,8.20499992370605,black,20:32:55
250,131,8.2209997177124,black,20:32:55
249,142,8.23699951171875,black,20:32:55
249,150,8.2549991607666,black,20:32:55
249,162,8.27099990844727,black,20:32:55
249,170,8.28699970245361,black,20:32:55
249,177,8.30399990081787,black,20:32:55
247,189,8.32100009918213,black,20:32:55
247,196,8.33799934387207,black,20:32:55
247,209,8.35400009155273,black,20:32:55
247,216,8.37099933624268,black,20:32:55
246,229,8.38799953460693,black,20:32:55
246,240,8.40399932861328,black,20:32:55
246,261,8.42199993133545,black,20:32:55
246,280,8.43699932098389,black,20:32:55
246,295,8.45499992370605,black,20:32:55
246,313,8.4709997177124,black,20:32:55
246,322,8.48699951171875,black,20:32:55
244,333,8.50399971008301,black,20:32:55
244,338,8.52099990844727,black,20:32:55
244,346,8.53699970245361,black,20:32:55
244,351,8.55499935150146,black,20:32:55
244,360,8.57100009918213,black,20:32:55
245,366,8.58699989318848,black,20:32:55
247,373,8.60499954223633,black,20:32:55
247,377,8.62099933624268,black,20:32:55
247,379,8.63799953460693,black,20:32:55
247,382,8.65399932861328,black,20:32:55
247,383,8.67099952697754,black,20:32:55
247,383,8.68699932098389,black,20:32:55
247,382,8.70499992370605,black,20:32:56
103,69,10.1539993286133,black,20:32:57
103,69,10.1700000762939,black,20:32:57
103,69,10.1869993209839,black,20:32:57
103,69,10.2039995193481,black,20:32:57
103,69,10.2209997177124,black,20:32:57
103,69,10.2369995117188,black,20:32:57
103,69,10.2529993057251,black,20:32:57
103,69,10.2709999084473,black,20:32:57
103,69,10.2869997024536,black,20:32:57
103,69,10.30299949646,black,20:32:57
103,69,10.3199996948242,black,20:32:57
103,69,10.3369998931885,black,20:32:57
103,69,10.3529996871948,black,20:32:57
103,72,11.0029993057251,black,20:32:58
103,72,11.0209999084473,black,20:32:58
103,72,11.0369997024536,black,20:32:58
103,72,11.0539999008179,black,20:32:58
103,72,11.0699996948242,black,20:32:58
103,72,11.0869998931885,black,20:32:58
103,72,11.1040000915527,black,20:32:58
103,72,11.1209993362427,black,20:32:58
103,72,11.1370000839233,black,20:32:58
103,73,11.1539993286133,black,20:32:58
103,76,11.1709995269775,black,20:32:58
103,79,11.1869993209839,black,20:32:58
103,82,11.2039995193481,black,20:32:58
103,85,11.2209997177124,black,20:32:58
103,86,11.2379999160767,black,20:32:58
103,88,11.253999710083,black,20:32:58
103,90,11.2699995040894,black,20:32:58
104,90,11.2880001068115,black,20:32:58
104,91,11.3049993515015,black,20:32:58
104,91,11.3199996948242,black,20:32:58
104,93,11.3379993438721,black,20:32:58
104,94,11.3549995422363,black,20:32:58
104,94,11.3709993362427,black,20:32:58
104,95,11.3870000839233,black,20:32:58
104,96,11.4039993286133,black,20:32:58
104,97,11.4209995269775,black,20:32:58
104,98,11.4369993209839,black,20:32:58
104,100,11.4549999237061,black,20:32:58
104,101,11.4709997177124,black,20:32:58
104,102,11.4869995117188,black,20:32:58
104,104,11.503999710083,black,20:32:58
104,106,11.5209999084473,black,20:32:58
104,107,11.5380001068115,black,20:32:58
104,110,11.5539999008179,black,20:32:58
104,112,11.5710000991821,black,20:32:58
104,115,11.5869998931885,black,20:32:58
104,118,11.6049995422363,black,20:32:58
104,121,11.6209993362427,black,20:32:58
104,124,11.6379995346069,black,20:32:58
104,126,11.6539993286133,black,20:32:58
104,130,11.6709995269775,black,20:32:58
104,134,11.6869993209839,black,20:32:58
104,138,11.7039995193481,black,20:32:59
104,139,11.7209997177124,black,20:32:59
104,143,11.7379999160767,black,20:32:59
104,147,11.753999710083,black,20:32:59
104,151,11.7709999084473,black,20:32:59
104,154,11.7880001068115,black,20:32:59
104,158,11.8039999008179,black,20:32:59
104,162,11.8210000991821,black,20:32:59
104,166,11.8369998931885,black,20:32:59
103,170,11.8549995422363,black,20:32:59
103,171,11.8709993362427,black,20:32:59
103,175,11.8879995346069,black,20:32:59
103,177,11.9039993286133,black,20:32:59
103,179,11.9209995269775,black,20:32:59
103,182,11.9369993209839,black,20:32:59
103,185,11.9539995193481,black,20:32:59
103,190,11.9709997177124,black,20:32:59
103,193,11.9879999160767,black,20:32:59
102,197,12.003999710083,black,20:32:59
102,200,12.0209999084473,black,20:32:59
101,205,12.0380001068115,black,20:32:59
99,209,12.0539999008179,black,20:32:59
99,214,12.0710000991821,black,20:32:59
99,218,12.0869998931885,black,20:32:59
98,221,12.1040000915527,black,20:32:59
98,226,12.1209993362427,black,20:32:59
98,229,12.1379995346069,black,20:32:59
97,234,12.1539993286133,black,20:32:59
96,238,12.1709995269775,black,20:32:59
96,243,12.1879997253418,black,20:32:59
96,246,12.2039995193481,black,20:32:59
96,252,12.2209997177124,black,20:32:59
95,255,12.2369995117188,black,20:32:59
95,258,12.253999710083,black,20:32:59
95,262,12.2699995040894,black,20:32:59
95,265,12.2880001068115,black,20:32:59
95,267,12.3039999008179,black,20:32:59
95,269,12.3210000991821,black,20:32:59
95,270,12.3379993438721,black,20:32:59
95,273,12.3549995422363,black,20:32:59
95,276,12.3709993362427,black,20:32:59
95,278,12.3879995346069,black,20:32:59
95,280,12.4049997329712,black,20:32:59
95,282,12.4200000762939,black,20:32:59
95,285,12.4379997253418,black,20:32:59
95,290,12.4539995193481,black,20:32:59
95,292,12.4709997177124,black,20:32:59
95,296,12.4879999160767,black,20:32:59
95,299,12.5029993057251,black,20:32:59
95,304,12.5199995040894,black,20:32:59
95,306,12.5380001068115,black,20:32:59
95,309,12.5549993515015,black,20:32:59
95,314,12.5710000991821,black,20:32:59
95,316,12.5869998931885,black,20:32:59
95,319,12.6040000915527,black,20:32:59
95,321,12.6209993362427,black,20:32:59
95,324,12.6379995346069,black,20:32:59
95,326,12.6539993286133,black,20:32:59
95,327,12.6700000762939,black,20:32:59
95,328,12.6879997253418,black,20:32:59
95,328,12.7049999237061,black,20:33:00
93,326,12.7199993133545,black,20:33:00
91,322,12.7379999160767,black,20:33:00
91,318,12.753999710083,black,20:33:00
139,300,13.4200000762939,black,20:33:00
139,300,13.4369993209839,black,20:33:00
139,300,13.4530000686646,black,20:33:00
139,300,13.4709997177124,black,20:33:00
139,300,13.4860000610352,black,20:33:00
139,300,13.5029993057251,black,20:33:00
139,300,13.5199995040894,black,20:33:00
139,300,13.5369997024536,black,20:33:00
139,300,13.5539999008179,black,20:33:00
139,300,13.5699996948242,black,20:33:00
139,300,13.5869998931885,black,20:33:00
139,300,13.6040000915527,black,20:33:00
139,300,13.8540000915527,black,20:33:01
139,300,13.8709993362427,black,20:33:01
139,300,13.8870000839233,black,20:33:01
139,300,13.9039993286133,black,20:33:01
139,300,13.9209995269775,black,20:33:01
139,300,13.9369993209839,black,20:33:01
139,300,13.9539995193481,black,20:33:01
139,300,13.9709997177124,black,20:33:01
139,300,13.9869995117188,black,20:33:01
139,300,14.003999710083,black,20:33:01
139,300,14.0199995040894,black,20:33:01
139,300,14.0369997024536,black,20:33:01
139,300,14.0539999008179,black,20:33:01
139,300,14.0699996948242,black,20:33:01
139,300,14.0869998931885,black,20:33:01
139,300,14.1040000915527,black,20:33:01
139,300,14.1199998855591,black,20:33:01
139,300,14.1370000839233,black,20:33:01
139,300,14.1539993286133,black,20:33:01
139,300,14.1709995269775,black,20:33:01
139,300,14.1869993209839,black,20:33:01
139,300,14.2030000686646,black,20:33:01
139,300,14.2209997177124,black,20:33:01
139,300,14.2369995117188,black,20:33:01
163,251,14.7369995117188,black,20:33:02
163,251,14.7529993057251,black,20:33:02
163,251,14.7699995040894,black,20:33:02
163,251,14.7869997024536,black,20:33:02
163,251,14.80299949646,black,20:33:02
163,251,14.8210000991821,black,20:33:02
163,251,14.8369998931885,black,20:33:02
163,251,14.8540000915527,black,20:33:02
163,251,14.8699998855591,black,20:33:02
163,251,14.8870000839233,black,20:33:02
163,251,14.9029998779297,black,20:33:02
163,251,14.9200000762939,black,20:33:02
163,251,14.9369993209839,black,20:33:02
163,251,18.6700000762939,black,20:33:05
163,251,18.6870002746582,black,20:33:05
163,251,18.7029991149902,black,20:33:06
163,251,18.7199993133545,black,20:33:06
163,251,18.7369995117188,black,20:33:06
163,251,18.753999710083,black,20:33:06
163,251,18.7700004577637,black,20:33:06
163,251,18.7859992980957,black,20:33:06
163,251,18.8039989471436,black,20:33:06
163,251,18.8199996948242,black,20:33:06
163,251,18.8369998931885,black,20:33:06
163,251,18.8540000915527,black,20:33:06
163,251,18.8699989318848,black,20:33:06
163,254,18.8880004882813,black,20:33:06
163,257,18.9039993286133,black,20:33:06
163,260,18.9209995269775,black,20:33:06
164,270,18.9370002746582,black,20:33:06
164,279,18.9540004730225,black,20:33:06
164,288,18.9699993133545,black,20:33:06
164,291,18.9879989624023,black,20:33:06
164,296,19.0049991607666,black,20:33:06
164,298,19.0209999084473,black,20:33:06
164,299,19.0369987487793,black,20:33:06
164,301,19.0539989471436,black,20:33:06
164,302,19.0709991455078,black,20:33:06
164,302,19.0879993438721,black,20:33:06
164,302,19.1040000915527,black,20:33:06
164,303,19.121000289917,black,20:33:06
164,303,19.136999130249,black,20:33:06
164,304,19.1539993286133,black,20:33:06
164,304,19.1709995269775,black,20:33:06
164,304,19.1870002746582,black,20:33:06
164,304,19.2040004730225,black,20:33:06
164,304,19.2209987640381,black,20:33:06
165,304,19.2369995117188,black,20:33:06
165,304,19.253999710083,black,20:33:06
166,304,19.2709999084473,black,20:33:06
166,304,19.2869987487793,black,20:33:06
