frame,450,80,500,500
429,143,4.69799995422363,black,08:20:07
431,143,4.71600008010864,black,08:20:07
434,143,4.73199987411499,black,08:20:07
436,143,4.74900007247925,black,08:20:07
439,143,4.76599979400635,black,08:20:07
442,143,4.78200006484985,black,08:20:07
445,143,4.79899978637695,black,08:20:07
447,143,4.81599998474121,black,08:20:07
450,143,4.83199977874756,black,08:20:07
452,143,4.84899997711182,black,08:20:07
452,145,4.86599969863892,black,08:20:07
450,150,4.88299989700317,black,08:20:07
448,155,4.89899969100952,black,08:20:07
445,167,4.91599988937378,black,08:20:07
443,176,4.93300008773804,black,08:20:07
440,186,4.94899988174438,black,08:20:07
437,193,4.96499967575073,black,08:20:07
433,202,4.98299980163574,black,08:20:07
431,208,4.99900007247925,black,08:20:07
429,213,5.01599979400635,black,08:20:07
426,221,5.03299999237061,black,08:20:07
424,226,5.04899978637695,black,08:20:07
420,235,5.06599998474121,black,08:20:07
418,240,5.08199977874756,black,08:20:07
414,248,5.09899997711182,black,08:20:07
413,252,5.11599969863892,black,08:20:07
410,257,5.13199996948242,black,08:20:07
409,260,5.14899969100952,black,08:20:07
407,265,5.16599988937378,black,08:20:07
405,267,5.18300008773804,black,08:20:07
403,270,5.19999980926514,black,08:20:07
400,274,5.21499967575073,black,08:20:07
399,276,5.23299980163574,black,08:20:07
397,278,5.24900007247925,black,08:20:07
395,280,5.2649998664856,black,08:20:07
393,282,5.28299999237061,black,08:20:07
391,284,5.29999971389771,black,08:20:07
389,286,5.31599998474121,black,08:20:07
387,286,5.33299970626831,black,08:20:07
385,288,5.34899997711182,black,08:20:07
383,290,5.36599969863892,black,08:20:07
382,290,5.38199996948242,black,08:20:07
379,292,5.39899969100952,black,08:20:07
378,293,5.41699981689453,black,08:20:07
375,294,5.43199968338013,black,08:20:08
374,295,5.44899988174438,black,08:20:08
373,296,5.46600008010864,black,08:20:08
371,297,5.48199987411499,black,08:20:08
368,298,5.5,black,08:20:08
366,298,5.51599979400635,black,08:20:08
364,299,5.53200006484985,black,08:20:08
362,299,5.54899978637695,black,08:20:08
359,299,5.56599998474121,black,08:20:08
355,299,5.58299970626831,black,08:20:08
350,299,5.59899997711182,black,08:20:08
338,296,5.61700010299683,black,08:20:08
329,292,5.63199996948242,black,08:20:08
322,289,5.64899969100952,black,08:20:08
316,286,5.66599988937378,black,08:20:08
312,285,5.68300008773804,black,08:20:08
311,283,5.69899988174438,black,08:20:08
310,282,5.71600008010864,black,08:20:08
310,281,5.73299980163574,black,08:20:08
